Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
54,0,Travel_Rarely,981,Sales,22,3,Medical,2,Female,2,Manager,4,Single,8773,8,No,3,3,9,3
23,1,Non-Travel,153,R&D,27,2,Technical Degree,3,Male,4,Manager,2,Divorced,4324,2,No,3,1,5,5
24,0,Travel_Rarely,364,Sales,15,3,Technical Degree,1,Female,2,Sales Executive,4,Divorced,5587,0,Yes,3,3,2,2
49,0,Travel_Rarely,1493,Sales,12,5,Technical Degree,3,Female,2,Manager,3,Divorced,1356,3,No,3,1,12,0
49,0,Travel_Rarely,234,R&D,15,1,Other,2,Female,4,Research Director,2,Married,16787,6,Yes,3,4,2,0
42,0,Travel_Rarely,1095,R&D,14,3,Technical Degree,2,Female,2,Manager,2,Married,6499,0,No,3,2,4,0
50,0,Travel_Rarely,1350,R&D,7,4,Human Resources,2,Male,2,Healthcare Representative,4,Single,4841,1,Yes,3,3,3,0
24,0,Non-Travel,411,R&D,17,4,Life Sciences,2,Male,4,Research Director,1,Divorced,13122,4,No,3,4,13,0
29,0,Travel_Rarely,117,R&D,26,4,Technical Degree,1,Female,4,Manager,1,Divorced,14409,8,No,3,1,3,0
33,1,Travel_Rarely,296,HR,5,1,Human Resources,3,Male,1,Manager,1,Single,8059,0,No,3,4,3,0
33,1,Non-Travel,404,R&D,20,5,Human Resources,4,Female,3,Manager,1,Single,1665,3,No,3,2,8,1
53,1,Non-Travel,1173,Sales,10,2,Human Resources,2,Male,3,Sales Executive,2,Single,11220,2,No,3,3,6,2
30,0,Non-Travel,1246,R&D,19,5,Marketing,4,Female,1,Research Scientist,2,Divorced,11774,4,No,3,3,0,0
24,1,Travel_Rarely,933,Sales,18,1,Marketing,4,Female,1,Sales Representative,4,Married,1553,4,Yes,3,1,4,2
53,1,Travel_Rarely,663,R&D,25,4,Human Resources,3,Male,3,Research Director,1,Single,14860,9,Yes,3,2,9,2
26,0,Non-Travel,142,R&D,24,5,Other,4,Female,1,Manager,1,Divorced,8045,1,No,3,4,33,1
49,1,Travel_Rarely,635,R&D,10,2,Technical Degree,4,Female,2,Laboratory Technician,4,Single,10380,4,No,3,1,6,4
28,1,Travel_Rarely,472,R&D,2,4,Life Sciences,1,Female,1,Research Scientist,4,Divorced,1149,8,No,3,3,3,0
25,0,Travel_Rarely,1307,Sales,6,2,Other,4,Female,1,Sales Executive,4,Single,17373,4,Yes,3,4,1,0
50,0,Travel_Rarely,618,R&D,3,3,Medical,3,Male,1,Manager,3,Divorced,14343,9,No,3,1,14,1
40,0,Travel_Rarely,758,R&D,19,2,Marketing,4,Male,1,Manager,4,Single,3853,1,No,3,4,11,0
42,1,Travel_Frequently,691,R&D,5,4,Technical Degree,3,Male,3,Laboratory Technician,4,Married,11128,6,No,3,4,1,1
25,0,Travel_Rarely,332,R&D,7,3,Technical Degree,2,Male,4,Research Director,3,Single,13580,5,No,3,1,1,1
39,0,Travel_Rarely,910,Sales,7,4,Medical,4,Female,3,Sales Representative,1,Single,16254,6,No,3,4,8,0
21,0,Non-Travel,1473,HR,27,4,Medical,4,Female,3,Manager,2,Married,3736,7,Yes,3,4,2,0
57,0,Travel_Rarely,580,Sales,10,3,Technical Degree,4,Female,4,Sales Executive,1,Single,1956,9,No,3,2,2,0
20,0,Travel_Rarely,1334,R&D,1,2,Medical,2,Female,3,Laboratory Technician,2,Married,12440,4,No,3,2,1,1
46,0,Travel_Rarely,776,R&D,11,1,Technical Degree,1,Male,2,Research Director,2,Divorced,6180,1,No,3,3,2,1
58,0,Non-Travel,379,Sales,23,1,Other,4,Male,4,Sales Representative,4,Married,9607,6,Yes,3,2,3,0
46,0,Travel_Rarely,154,R&D,7,1,Medical,3,Male,2,Research Scientist,4,Married,12646,6,Yes,3,1,9,0
51,0,Travel_Rarely,1135,HR,6,1,Other,1,Female,3,Human Resources,3,Divorced,15342,7,No,3,4,2,0
51,0,Travel_Rarely,849,HR,6,5,Other,1,Female,3,Manager,1,Married,6013,6,No,3,3,2,0
45,1,Travel_Rarely,565,Sales,13,1,Medical,1,Female,4,Manager,1,Married,1084,9,No,3,2,2,2
30,0,Travel_Rarely,855,R&D,16,3,Technical Degree,4,Female,3,Research Scientist,2,Divorced,2935,6,No,3,4,4,0
32,1,Travel_Rarely,684,R&D,13,1,Human Resources,2,Male,1,Research Scientist,4,Single,10608,8,No,3,1,1,1
40,0,Travel_Rarely,259,Sales,2,4,Technical Degree,2,Male,2,Sales Executive,4,Single,10262,7,Yes,3,4,4,4
43,0,Non-Travel,120,R&D,19,1,Life Sciences,4,Male,2,Healthcare Representative,1,Married,12604,1,No,3,1,8,0
21,0,Non-Travel,156,R&D,19,2,Medical,3,Female,1,Healthcare Representative,3,Single,10713,1,No,4,4,0,0
43,0,Travel_Rarely,822,R&D,29,3,Marketing,3,Male,4,Manager,4,Single,18885,6,No,3,3,0,0
57,0,Non-Travel,1146,Sales,19,3,Medical,3,Female,4,Sales Representative,3,Married,3473,9,No,3,3,0,0
26,1,Travel_Rarely,1407,Sales,18,5,Life Sciences,4,Male,1,Manager,1,Divorced,1735,9,No,3,2,5,1
22,1,Non-Travel,862,R&D,25,4,Other,2,Male,1,Laboratory Technician,1,Single,3838,2,No,3,2,13,2
49,0,Travel_Rarely,1120,R&D,6,3,Marketing,4,Female,2,Manager,3,Married,3562,0,No,4,4,0,0
37,0,Non-Travel,909,R&D,2,2,Marketing,2,Female,1,Laboratory Technician,4,Divorced,14440,8,Yes,3,4,19,0
28,0,Travel_Rarely,824,HR,19,1,Technical Degree,1,Female,1,Human Resources,1,Single,4906,2,Yes,3,2,0,0
32,0,Non-Travel,386,R&D,26,3,Human Resources,4,Male,1,Healthcare Representative,2,Divorced,2272,0,No,3,2,12,1
49,0,Travel_Frequently,612,R&D,6,2,Technical Degree,2,Male,3,Healthcare Representative,1,Married,5836,5,Yes,3,4,4,1
45,0,Travel_Rarely,1123,Sales,20,1,Marketing,1,Male,1,Manager,4,Divorced,2862,3,Yes,4,4,7,7
39,1,Non-Travel,221,Sales,23,5,Marketing,1,Male,3,Sales Representative,2,Divorced,5226,0,No,4,4,5,3
58,0,Travel_Rarely,198,Sales,22,3,Human Resources,4,Female,2,Sales Executive,1,Married,13610,3,No,3,3,4,0
34,0,Travel_Rarely,221,Sales,15,3,Medical,2,Male,2,Sales Representative,4,Single,10014,7,No,3,1,12,0
43,1,Travel_Rarely,1278,R&D,6,2,Human Resources,1,Female,4,Manager,4,Single,17926,6,Yes,3,1,9,1
24,0,Travel_Rarely,1370,R&D,28,4,Other,4,Male,2,Research Scientist,1,Divorced,7209,0,Yes,3,2,4,2
59,1,Travel_Rarely,494,Sales,3,5,Technical Degree,1,Female,4,Sales Representative,4,Divorced,11270,9,Yes,3,3,0,0
43,1,Travel_Rarely,1268,Sales,11,4,Medical,3,Female,3,Sales Representative,3,Divorced,18268,8,Yes,3,4,0,0
42,0,Travel_Rarely,895,Sales,8,3,Technical Degree,4,Male,1,Sales Representative,2,Divorced,4649,5,No,4,4,11,3
27,0,Non-Travel,321,Sales,25,4,Human Resources,1,Male,2,Sales Executive,3,Single,15126,1,Yes,3,2,5,1
36,0,Travel_Rarely,940,R&D,22,1,Medical,4,Female,1,Healthcare Representative,1,Married,17073,2,No,3,2,4,0
28,0,Travel_Rarely,261,R&D,18,5,Human Resources,4,Male,4,Laboratory Technician,3,Married,4666,6,Yes,3,3,7,1
30,1,Travel_Rarely,1201,Sales,17,4,Other,2,Female,3,Sales Representative,1,Married,14357,2,No,4,1,13,2
25,0,Non-Travel,712,R&D,19,1,Life Sciences,2,Male,2,Healthcare Representative,1,Divorced,16448,2,No,3,1,6,1
57,0,Travel_Rarely,740,Sales,19,2,Marketing,1,Male,1,Manager,4,Divorced,10913,4,No,3,4,10,1
21,0,Travel_Frequently,1157,Sales,24,4,Medical,4,Male,4,Sales Representative,4,Married,9566,2,No,3,2,10,1
48,1,Travel_Rarely,878,Sales,21,5,Marketing,4,Male,1,Sales Executive,1,Single,16605,2,No,3,3,3,0
45,1,Travel_Rarely,435,R&D,17,1,Life Sciences,3,Male,2,Research Director,2,Married,1557,4,Yes,4,4,2,0
28,1,Travel_Rarely,993,R&D,27,4,Medical,4,Female,1,Healthcare Representative,2,Single,10472,4,No,3,1,11,1
18,0,Travel_Rarely,1041,R&D,4,2,Marketing,2,Male,3,Laboratory Technician,2,Divorced,12615,8,No,3,1,3,0
55,0,Travel_Rarely,453,R&D,7,4,Marketing,4,Female,2,Healthcare Representative,3,Married,7040,0,No,3,3,16,0
41,1,Travel_Rarely,1464,R&D,5,1,Medical,2,Female,4,Laboratory Technician,1,Married,14884,0,Yes,3,4,0,0
48,0,Travel_Frequently,1027,R&D,26,4,Marketing,3,Female,2,Healthcare Representative,4,Divorced,2128,8,Yes,3,3,0,0
58,0,Travel_Rarely,497,R&D,29,5,Marketing,1,Male,4,Laboratory Technician,3,Single,18744,4,No,3,4,18,0
43,0,Non-Travel,1327,R&D,16,3,Medical,2,Female,4,Manager,3,Married,10292,3,No,3,1,7,3
22,1,Non-Travel,631,R&D,6,1,Marketing,1,Female,2,Laboratory Technician,4,Married,6349,1,No,4,2,3,1
37,0,Travel_Rarely,1218,R&D,14,1,Marketing,1,Female,4,Laboratory Technician,1,Single,13319,8,Yes,3,2,9,2
58,0,Travel_Rarely,459,R&D,26,1,Technical Degree,1,Female,2,Research Scientist,3,Married,10823,5,No,3,1,7,2
28,0,Travel_Rarely,929,Sales,20,1,Other,1,Female,3,Sales Representative,1,Married,1057,8,Yes,3,2,5,0
50,1,Travel_Rarely,161,R&D,2,4,Technical Degree,2,Female,3,Research Scientist,1,Divorced,9503,4,Yes,4,2,0,0
55,1,Non-Travel,578,R&D,25,5,Life Sciences,3,Male,1,Research Director,1,Single,11193,3,No,3,4,11,6
44,1,Travel_Rarely,713,R&D,18,2,Technical Degree,4,Female,3,Research Scientist,4,Married,6493,6,Yes,3,3,14,2
51,1,Travel_Rarely,102,Sales,18,5,Technical Degree,2,Female,4,Manager,1,Married,4877,4,Yes,3,4,1,1
32,1,Travel_Rarely,412,R&D,13,1,Life Sciences,3,Male,1,Research Scientist,3,Divorced,3282,7,No,3,3,13,2
49,0,Travel_Rarely,269,R&D,28,4,Marketing,4,Female,1,Research Director,4,Married,12375,7,Yes,3,3,14,0
38,0,Non-Travel,293,R&D,18,4,Marketing,1,Male,2,Manager,4,Divorced,2431,1,Yes,4,2,5,0
22,0,Travel_Rarely,1159,R&D,17,1,Technical Degree,4,Male,1,Healthcare Representative,3,Married,13526,4,Yes,4,3,7,1
23,0,Non-Travel,1159,R&D,13,4,Life Sciences,4,Female,2,Healthcare Representative,4,Divorced,2775,9,Yes,4,3,3,0
55,0,Travel_Rarely,809,R&D,28,1,Marketing,3,Female,1,Research Scientist,3,Single,12351,7,Yes,3,1,2,0
39,0,Travel_Rarely,1283,R&D,12,5,Human Resources,4,Male,3,Research Scientist,2,Single,15639,2,No,4,3,8,3
35,0,Travel_Rarely,467,Sales,3,3,Medical,1,Male,2,Sales Executive,3,Married,5385,6,No,4,1,13,0
31,0,Travel_Rarely,1465,HR,22,4,Medical,2,Male,4,Human Resources,4,Married,16203,2,Yes,4,4,7,0
27,0,Travel_Rarely,959,R&D,7,1,Other,2,Male,1,Laboratory Technician,3,Divorced,4974,5,No,3,2,5,3
30,0,Travel_Rarely,1460,R&D,1,1,Medical,3,Female,3,Research Director,2,Divorced,6905,1,No,3,3,1,1
48,0,Travel_Rarely,428,Sales,5,4,Technical Degree,1,Male,3,Sales Representative,1,Single,5465,5,No,3,1,0,0
47,0,Travel_Rarely,215,R&D,21,2,Medical,1,Male,2,Manager,1,Married,7945,5,No,4,4,4,3
20,0,Travel_Rarely,898,R&D,1,1,Medical,4,Male,2,Research Scientist,1,Divorced,12058,7,No,3,4,0,0
47,0,Non-Travel,1020,R&D,4,4,Human Resources,3,Female,2,Manager,4,Single,13636,4,No,3,4,5,1
23,0,Travel_Rarely,1268,R&D,26,1,Marketing,1,Male,4,Research Director,2,Single,3302,0,No,4,1,3,0
46,0,Non-Travel,710,HR,1,2,Human Resources,1,Male,4,Manager,3,Divorced,5966,7,No,3,1,9,0
25,0,Travel_Rarely,410,Sales,13,3,Technical Degree,1,Female,4,Sales Executive,3,Married,14447,8,Yes,3,2,2,1
50,0,Non-Travel,502,Sales,14,2,Medical,2,Female,1,Manager,3,Single,19426,0,Yes,4,3,6,0
34,0,Travel_Rarely,1445,R&D,15,5,Marketing,2,Male,4,Manager,3,Divorced,15162,4,No,4,4,5,5
28,0,Travel_Rarely,313,R&D,17,4,Other,2,Male,2,Laboratory Technician,4,Single,17058,5,No,3,2,0,0
30,0,Travel_Frequently,418,R&D,12,2,Other,4,Male,3,Research Director,4,Married,9714,3,No,4,1,0,0
28,1,Travel_Rarely,286,R&D,7,3,Medical,4,Female,3,Manager,2,Divorced,11899,1,No,3,2,2,2
48,0,Travel_Rarely,1330,R&D,23,1,Medical,4,Female,2,Research Director,3,Married,3998,4,No,3,4,14,4
45,0,Non-Travel,1489,Sales,19,4,Other,1,Male,4,Manager,1,Married,1909,3,No,3,4,1,0
23,0,Travel_Rarely,1341,Sales,23,2,Other,2,Male,4,Sales Representative,4,Single,13729,6,Yes,3,2,8,0
58,0,Travel_Rarely,347,R&D,3,3,Technical Degree,1,Male,2,Laboratory Technician,2,Married,2880,5,Yes,3,4,25,2
33,0,Non-Travel,340,HR,18,2,Medical,1,Female,3,Manager,2,Single,13497,2,No,3,1,10,0
21,0,Travel_Rarely,621,Sales,26,5,Other,3,Male,1,Manager,4,Divorced,19944,8,No,4,4,1,1
52,0,Travel_Rarely,378,R&D,4,4,Life Sciences,1,Male,3,Healthcare Representative,1,Divorced,8527,3,No,3,3,16,1
43,0,Travel_Frequently,1107,R&D,26,1,Other,4,Female,4,Healthcare Representative,1,Single,6696,4,No,4,3,0,0
29,1,Travel_Frequently,303,R&D,3,3,Marketing,2,Male,3,Research Director,3,Single,4072,2,Yes,3,4,4,1
28,0,Travel_Rarely,315,R&D,12,2,Marketing,2,Female,4,Healthcare Representative,4,Single,13018,7,No,3,2,15,3
54,0,Non-Travel,707,R&D,23,4,Life Sciences,1,Female,3,Laboratory Technician,1,Married,5476,6,No,4,4,7,0
42,0,Non-Travel,579,Sales,28,2,Technical Degree,4,Male,2,Sales Representative,4,Divorced,12067,6,No,4,3,3,2
35,1,Travel_Rarely,609,R&D,12,4,Medical,4,Female,4,Research Scientist,2,Divorced,5489,7,No,3,1,2,0
36,1,Travel_Rarely,1200,R&D,17,5,Medical,4,Female,1,Laboratory Technician,2,Married,17219,6,Yes,3,3,3,3
40,0,Travel_Rarely,770,R&D,6,2,Other,2,Male,1,Healthcare Representative,2,Single,15367,2,Yes,3,4,4,0
55,0,Travel_Rarely,766,R&D,15,5,Marketing,4,Female,2,Laboratory Technician,4,Divorced,7855,2,No,3,4,2,2
35,0,Travel_Rarely,243,Sales,2,3,Technical Degree,4,Female,3,Sales Executive,3,Married,4097,1,No,4,2,24,0
43,0,Travel_Rarely,423,Sales,8,5,Technical Degree,1,Male,2,Manager,3,Single,12817,0,No,3,4,18,0
23,1,Non-Travel,562,R&D,14,4,Technical Degree,3,Male,2,Research Scientist,1,Divorced,2084,4,Yes,3,4,14,1
21,0,Travel_Rarely,808,R&D,5,3,Other,4,Male,1,Healthcare Representative,4,Single,1552,3,No,3,1,3,1
46,0,Travel_Rarely,771,R&D,3,2,Medical,1,Male,1,Research Scientist,3,Married,2153,1,Yes,3,1,8,0
51,0,Travel_Rarely,1271,R&D,10,2,Technical Degree,1,Male,4,Healthcare Representative,4,Divorced,19629,0,Yes,3,1,16,0
34,0,Non-Travel,155,R&D,7,4,Other,4,Female,4,Research Director,3,Single,19070,2,No,3,2,13,2
33,0,Travel_Rarely,1481,R&D,11,1,Other,3,Female,4,Research Scientist,2,Single,18077,5,No,3,2,3,2
19,1,Travel_Rarely,378,R&D,15,1,Life Sciences,2,Female,2,Manager,2,Single,9689,1,Yes,3,3,0,0
51,0,Travel_Rarely,501,R&D,2,2,Human Resources,3,Female,2,Healthcare Representative,1,Married,14483,9,Yes,3,2,0,0
25,0,Non-Travel,769,R&D,5,4,Technical Degree,4,Female,4,Manager,2,Single,16034,6,No,3,1,6,0
30,0,Travel_Rarely,617,R&D,11,1,Human Resources,3,Male,1,Research Scientist,3,Divorced,13159,6,Yes,3,2,7,1
59,0,Travel_Rarely,1436,R&D,8,5,Medical,1,Male,1,Manager,1,Divorced,1805,2,No,4,4,13,0
25,0,Travel_Frequently,1396,R&D,13,2,Other,1,Male,3,Manager,1,Single,1920,0,No,3,2,2,1
47,1,Non-Travel,677,R&D,11,5,Technical Degree,3,Male,4,Research Scientist,2,Married,14162,8,Yes,3,4,1,0
49,0,Travel_Rarely,213,Sales,17,4,Marketing,2,Female,2,Sales Executive,4,Divorced,2443,4,Yes,4,3,3,3
53,0,Non-Travel,340,Sales,15,5,Medical,3,Male,3,Manager,2,Divorced,8048,1,No,3,4,3,0
47,0,Travel_Rarely,1269,R&D,1,1,Life Sciences,4,Male,3,Manager,2,Divorced,14707,7,No,3,1,0,0
18,1,Travel_Rarely,1499,R&D,19,1,Life Sciences,2,Female,3,Manager,1,Single,18929,9,No,3,3,7,0
56,0,Travel_Rarely,1145,R&D,16,3,Human Resources,3,Female,4,Research Director,2,Divorced,2210,9,No,3,3,4,4
34,0,Travel_Rarely,1414,R&D,19,2,Other,3,Male,4,Manager,3,Single,17004,3,No,3,3,8,2
37,1,Non-Travel,298,R&D,13,4,Human Resources,2,Female,4,Manager,1,Single,11272,9,No,3,1,3,2
41,1,Travel_Rarely,483,Sales,23,2,Marketing,3,Female,1,Sales Representative,2,Single,7212,6,No,3,4,2,2
39,0,Travel_Rarely,265,R&D,22,5,Marketing,4,Male,3,Laboratory Technician,4,Single,11340,4,No,3,3,4,4
46,0,Travel_Rarely,707,R&D,23,4,Life Sciences,1,Female,1,Research Director,3,Single,10700,2,No,4,1,14,2
39,0,Travel_Rarely,1374,R&D,4,4,Technical Degree,4,Male,4,Manager,4,Divorced,18297,9,No,3,3,0,0
26,1,Travel_Rarely,1193,R&D,11,1,Life Sciences,3,Female,1,Research Director,3,Single,9581,7,No,3,3,11,3
54,0,Travel_Rarely,956,R&D,18,5,Life Sciences,1,Female,1,Healthcare Representative,4,Single,14045,1,No,4,1,3,0
27,0,Non-Travel,1146,Sales,18,1,Marketing,2,Female,2,Manager,2,Single,3570,0,Yes,3,2,13,2
53,0,Travel_Rarely,932,R&D,10,1,Human Resources,4,Female,4,Healthcare Representative,3,Single,3779,4,No,3,3,11,2
54,1,Travel_Rarely,698,HR,17,3,Marketing,2,Male,3,Manager,1,Single,19360,3,Yes,4,2,3,2
45,0,Travel_Rarely,637,Sales,13,1,Other,1,Female,4,Sales Representative,1,Single,12628,9,Yes,3,3,8,1
45,1,Travel_Rarely,212,R&D,25,2,Marketing,3,Male,1,Research Director,4,Divorced,18178,6,Yes,3,2,1,1
59,1,Travel_Rarely,1050,R&D,14,4,Marketing,1,Male,4,Research Director,4,Single,2722,8,No,4,4,15,6
38,0,Travel_Rarely,964,R&D,7,1,Life Sciences,1,Female,4,Research Director,4,Single,14885,5,No,3,2,3,0
41,0,Non-Travel,696,R&D,10,2,Technical Degree,2,Female,2,Laboratory Technician,3,Divorced,18282,0,Yes,3,2,4,0
59,0,Travel_Rarely,1123,R&D,3,5,Life Sciences,4,Male,2,Healthcare Representative,1,Divorced,1102,7,No,4,2,8,1
57,1,Travel_Rarely,561,Sales,2,4,Medical,1,Female,4,Sales Executive,2,Married,14262,1,No,3,2,12,6
19,1,Travel_Rarely,1203,R&D,19,5,Marketing,3,Female,2,Research Director,3,Divorced,8453,3,Yes,4,4,1,0
25,0,Travel_Rarely,535,R&D,7,2,Marketing,1,Male,1,Laboratory Technician,4,Divorced,10639,2,No,3,1,7,0
44,0,Travel_Rarely,989,Sales,5,5,Medical,2,Female,1,Manager,1,Single,13406,5,No,3,2,3,0
39,1,Travel_Frequently,884,R&D,28,5,Marketing,4,Male,1,Laboratory Technician,4,Married,19416,1,No,3,1,3,0
54,1,Travel_Rarely,1464,Sales,3,5,Marketing,3,Female,2,Manager,2,Single,13224,4,No,3,3,8,4
44,0,Non-Travel,1089,R&D,25,1,Other,2,Female,4,Research Director,2,Married,7172,8,No,3,1,3,2
46,0,Travel_Rarely,270,R&D,2,1,Marketing,1,Female,1,Research Scientist,1,Single,12252,2,Yes,3,2,2,2
20,0,Travel_Rarely,810,Sales,23,1,Medical,1,Female,3,Sales Executive,3,Divorced,18918,1,No,3,1,12,1
30,0,Travel_Rarely,1066,R&D,26,4,Life Sciences,4,Female,1,Research Director,2,Divorced,8197,1,Yes,3,4,0,0
27,0,Travel_Rarely,1387,Sales,22,2,Marketing,2,Female,4,Sales Representative,2,Married,14677,8,No,3,4,7,0
53,1,Travel_Rarely,828,Sales,6,1,Technical Degree,2,Male,1,Sales Representative,2,Single,12039,5,Yes,3,2,2,0
26,0,Travel_Frequently,330,Sales,14,5,Medical,4,Male,3,Sales Executive,2,Single,5570,1,Yes,4,1,0,0
44,0,Travel_Rarely,1286,R&D,7,5,Human Resources,3,Female,1,Research Director,4,Divorced,7706,2,No,3,3,1,0
51,0,Non-Travel,528,R&D,22,5,Other,2,Female,1,Research Director,4,Divorced,12655,0,No,3,4,6,1
18,0,Travel_Rarely,223,Sales,2,5,Medical,4,Male,4,Sales Representative,3,Married,1434,1,No,4,2,8,0
49,0,Travel_Rarely,250,Sales,11,3,Life Sciences,2,Male,1,Sales Executive,1,Divorced,16139,1,Yes,3,4,0,0
42,0,Travel_Rarely,953,HR,21,4,Medical,4,Male,1,Human Resources,1,Married,10449,1,Yes,3,2,0,0
46,1,Travel_Rarely,806,R&D,3,2,Human Resources,1,Female,2,Manager,1,Married,10122,6,No,3,1,16,2
24,1,Travel_Rarely,212,R&D,9,2,Other,1,Female,4,Research Scientist,2,Married,14603,2,Yes,4,1,0,0
20,0,Travel_Rarely,1346,Sales,8,1,Technical Degree,2,Female,4,Manager,4,Married,11991,3,Yes,3,1,15,5
37,1,Travel_Rarely,165,R&D,26,3,Human Resources,2,Male,4,Research Scientist,4,Divorced,14859,1,No,3,1,1,0
37,0,Non-Travel,739,Sales,11,2,Medical,1,Male,4,Manager,3,Married,16571,4,No,4,1,9,3
47,1,Travel_Rarely,1479,Sales,18,4,Human Resources,3,Female,1,Manager,1,Divorced,7461,8,No,4,2,2,2
52,0,Travel_Rarely,1010,R&D,1,5,Medical,4,Male,3,Research Director,4,Married,6996,8,No,3,4,13,5
52,0,Travel_Frequently,114,Sales,15,1,Technical Degree,3,Female,3,Manager,3,Divorced,5852,6,No,3,3,8,4
56,1,Travel_Rarely,1035,Sales,4,4,Technical Degree,3,Female,2,Sales Executive,1,Married,3512,7,Yes,4,4,3,0
44,1,Travel_Rarely,1278,R&D,4,2,Life Sciences,3,Male,1,Laboratory Technician,2,Divorced,16446,4,No,3,1,0,0
43,0,Travel_Rarely,340,Sales,28,3,Technical Degree,1,Female,4,Sales Representative,4,Single,2263,4,Yes,3,4,9,1
31,0,Travel_Frequently,1315,R&D,10,1,Marketing,2,Male,4,Manager,4,Married,3747,2,Yes,3,4,6,0
34,0,Travel_Rarely,764,Sales,11,2,Human Resources,3,Male,3,Sales Representative,1,Married,16416,5,No,3,2,0,0
35,1,Non-Travel,1211,R&D,18,1,Human Resources,1,Female,2,Manager,2,Single,8280,0,Yes,4,3,0,0
46,0,Travel_Rarely,1146,Sales,23,2,Medical,4,Female,1,Sales Representative,2,Single,11974,2,No,3,3,11,1
37,0,Travel_Rarely,795,R&D,29,5,Technical Degree,2,Male,2,Healthcare Representative,4,Married,18477,1,Yes,4,1,2,1
44,1,Travel_Rarely,1444,R&D,15,3,Life Sciences,4,Female,1,Research Scientist,1,Divorced,11978,6,No,3,2,7,5
35,0,Travel_Rarely,1283,Sales,3,5,Life Sciences,3,Male,2,Sales Executive,3,Married,12007,8,No,3,2,4,2
21,1,Travel_Rarely,1072,R&D,7,2,Life Sciences,2,Female,2,Manager,4,Divorced,4763,3,Yes,3,2,13,2
18,0,Travel_Frequently,1065,R&D,7,4,Other,3,Male,4,Research Director,2,Single,13227,6,Yes,3,2,17,3
18,0,Non-Travel,177,HR,17,5,Marketing,2,Male,3,Manager,3,Divorced,14031,7,No,4,2,40,0
43,0,Travel_Rarely,430,HR,22,4,Technical Degree,3,Female,4,Manager,1,Married,11515,9,No,3,3,1,0
37,0,Travel_Rarely,1328,R&D,20,2,Life Sciences,4,Female,3,Research Director,2,Single,1232,1,No,3,3,13,6
40,0,Travel_Rarely,1354,R&D,27,3,Marketing,4,Male,2,Laboratory Technician,3,Single,19485,6,No,3,4,2,2
27,0,Non-Travel,253,R&D,24,4,Human Resources,3,Male,1,Research Director,4,Married,13544,2,No,4,3,6,4
28,0,Non-Travel,173,R&D,16,2,Medical,2,Male,4,Research Scientist,2,Married,3028,7,No,4,2,4,1
58,0,Travel_Rarely,326,R&D,16,4,Technical Degree,4,Male,1,Research Scientist,1,Single,19313,5,No,3,4,0,0
58,0,Travel_Rarely,574,Sales,8,5,Technical Degree,2,Female,4,Sales Executive,2,Divorced,17022,2,No,3,3,18,0
22,0,Travel_Rarely,461,Sales,3,2,Other,2,Female,4,Sales Executive,4,Divorced,10650,7,No,3,4,0,0
18,0,Travel_Rarely,641,Sales,20,5,Human Resources,4,Female,4,Sales Executive,1,Divorced,19361,2,No,3,3,8,1
34,0,Travel_Rarely,912,Sales,15,1,Technical Degree,1,Male,1,Sales Executive,4,Married,3413,8,No,3,1,10,1
39,0,Travel_Rarely,710,R&D,1,2,Other,1,Female,4,Laboratory Technician,3,Single,9026,2,No,3,3,11,0
51,1,Travel_Rarely,1171,R&D,10,4,Other,2,Male,4,Manager,2,Divorced,6418,0,No,3,4,1,0
58,0,Travel_Rarely,102,R&D,2,1,Other,4,Male,4,Research Director,4,Single,10952,1,Yes,3,1,4,0
46,0,Travel_Rarely,779,R&D,7,5,Technical Degree,1,Female,1,Research Scientist,3,Divorced,4597,3,Yes,3,2,12,1
21,1,Non-Travel,1370,R&D,14,5,Technical Degree,3,Female,4,Laboratory Technician,1,Single,18762,1,No,3,4,2,2
22,0,Non-Travel,1344,Sales,16,4,Technical Degree,2,Male,1,Sales Representative,1,Married,1620,3,No,3,2,4,2
28,1,Travel_Rarely,392,R&D,27,1,Marketing,1,Male,3,Laboratory Technician,3,Married,1929,3,No,3,2,2,0
38,0,Travel_Rarely,305,R&D,28,3,Other,4,Female,4,Manager,3,Married,16455,3,Yes,3,4,4,1
52,0,Travel_Rarely,1327,R&D,15,4,Marketing,4,Male,2,Research Director,1,Divorced,15905,0,No,3,2,15,2
29,0,Travel_Rarely,667,Sales,7,5,Medical,2,Female,3,Manager,4,Married,1974,8,No,3,4,4,1
43,1,Travel_Rarely,583,R&D,13,2,Technical Degree,4,Female,1,Laboratory Technician,3,Married,13679,9,Yes,4,4,5,0
36,0,Travel_Frequently,612,R&D,25,1,Human Resources,3,Male,2,Healthcare Representative,4,Married,19073,6,No,3,3,3,1
24,0,Travel_Rarely,1025,R&D,10,3,Life Sciences,3,Male,1,Research Scientist,1,Single,5671,1,No,4,1,4,4
24,0,Travel_Rarely,379,Sales,9,2,Medical,1,Male,1,Manager,4,Single,14599,2,No,3,2,0,0
43,1,Travel_Frequently,1106,R&D,9,1,Life Sciences,4,Male,4,Research Scientist,4,Single,13810,7,No,3,2,2,0
